item_type_id,customer_id,lifetime
284,32,93.92500000000001
340,45,190.213
285,32,2.64
285,32,2.64
344,45,234.925
344,45,193.031
340,45,228.114
344,45,234.963
285,32,2.64
344,45,234.963
341,45,238.10899999999998
344,45,234.973
283,32,108.952
285,32,147.933
340,45,232.02100000000002
285,32,150.07899999999998
340,45,232.16299999999998
340,45,252.02100000000002
340,45,228.165
345,45,274.942
344,45,311.948
341,45,235.06699999999998
341,45,235.038
340,45,228.17499999999998
341,45,235.14600000000002
341,45,315.133
341,45,312.08799999999997
346,45,245.012
280,32,47.122
341,45,193.207
340,45,228.122
348,45,317.963
340,45,232.02100000000002
344,45,193.077
341,45,195.985
344,45,237.86700000000002
344,45,195.962
276,32,121.077
344,45,237.868
340,45,232.08999999999997
340,45,305.102
344,45,237.872
345,45,233.089
341,45,195.985
340,45,252.02
345,45,233.073
341,45,237.923
341,45,237.923
341,45,237.925
341,45,237.925
340,45,232.106
276,32,134.127
341,45,237.892
344,45,314.842
341,45,237.949
341,45,237.949
341,45,237.949
277,32,114.112
341,45,237.969
341,45,237.969
285,32,218.06599999999997
341,45,237.969
341,45,238.005
341,45,237.969
341,45,238.005
341,45,238.04399999999998
341,45,238.011
341,45,238.04399999999998
341,45,238.04399999999998
341,45,238.04399999999998
285,32,131.981
341,45,238.082
345,45,232.95
289,32,113.956
341,45,238.043
341,45,196.144
345,45,232.90699999999998
286,32,272.97499999999997
340,45,228.11399999999998
341,45,238.08999999999997
341,45,238.20100000000002
341,45,238.08999999999997
345,45,233.09
278,32,86.76
341,45,238.192
344,45,238.17199999999997
352,45,318.09799999999996
341,45,312.087
345,45,232.942
341,45,238.935
340,45,232.162
341,45,196.279
341,45,196.28500000000003
285,32,217.829
274,32,134.06799999999998
341,45,238.887
340,45,305.102
341,45,238.91500000000002
345,45,217.84799999999998
341,45,238.889
341,45,196.99
341,45,238.935
341,45,238.92700000000002
341,45,238.899
341,45,238.945
344,45,218.043
285,32,157.117
344,45,197.032
340,45,200.914
340,45,186.27300000000002
340,45,186.273
344,45,156.204
340,45,186.282
344,45,238.874
352,45,318.82899999999995
284,32,227.244
340,45,252.021
353,45,197.205
285,32,106.087
340,45,232.049
348,45,317.959
353,45,197.163
344,45,198.114
340,45,232.16299999999998
352,45,321.892
353,45,197.163
353,45,197.164
340,45,228.193
276,32,138.891
276,32,146.031
285,32,166.097
345,45,191.141
279,32,134.009
276,32,128.108
280,32,126.093
276,32,138.894
276,32,138.892
352,45,321.887
340,45,228.122
340,45,232.05100000000002
340,45,232.049
340,45,232.05100000000002
340,45,232.1
340,45,232.1
285,32,98.998
341,45,235.10699999999997
353,45,197.212
345,45,232.942
340,45,305.152
344,45,198.079
345,45,232.951
344,45,238.17199999999997
341,45,238.04399999999998
279,32,248.113
355,45,319.813
340,45,190.128
340,45,228.17700000000002
340,45,228.155
340,45,228.155
340,45,228.177
340,45,232.09
340,45,232.16299999999998
340,45,232.16299999999998
340,45,305.153
352,45,259.747
341,45,237.969
341,45,238.914
341,45,238.914
352,45,259.769
352,45,239.871
352,45,239.911
341,45,238.914
352,45,239.871
345,45,232.976
345,45,232.18099999999998
340,45,228.147
352,45,316.929
281,32,93.994
355,45,315.919
340,45,228.165
352,45,198.147
344,45,234.06
340,45,305.124
341,45,312.088
340,45,228.16299999999998
384,45,317.07
340,45,248.03500000000003
384,45,240.14000000000001
289,32,138.055
340,45,242.806
384,45,240.884
284,32,58.85
345,45,156.037
355,45,198.97
384,45,331.182
355,45,317.91200000000003
345,45,232.94
345,45,309.908
345,45,232.94
340,45,190.21300000000002
340,45,232.04899999999998
340,45,242.85
340,45,251.912
345,45,197.946
355,45,317.94000000000005
348,45,260.923
282,32,125.909
288,32,122.963
348,45,317.999
286,32,63.074
285,32,33.936
285,32,160.816
285,32,135.94299999999998
288,32,15.943999999999999
352,45,316.932
285,32,15.945
288,32,15.943999999999999
285,32,13.9
345,45,274.922
286,32,125.602
340,45,251.912
348,45,241.1
345,45,232.948
340,45,248.041
284,32,79.82300000000001
288,32,63.068
350,45,318.104
288,32,13.897
288,32,63.068
285,32,15.944
285,32,15.945
340,45,305.162
352,45,199.956
286,32,13.91
344,45,200.903
344,45,242.81300000000002
340,45,309.036
340,45,242.805
340,45,242.805
340,45,242.806
340,45,242.80700000000002
340,45,200.91400000000002
340,45,242.849
340,45,242.84799999999998
340,45,262.70099999999996
340,45,200.914
340,45,242.809
340,45,200.917
345,45,242.817
345,45,242.83100000000002
352,45,316.91
345,45,242.83100000000002
352,45,316.96500000000003
340,45,201.089
340,45,242.981
340,45,201.089
277,32,108.947
277,32,113.82900000000001
340,45,242.805
340,45,228.20499999999998
340,45,190.156
345,45,309.881
340,45,186.243
285,32,51.894000000000005
340,45,228.16299999999998
285,32,233.03
340,45,242.822
340,45,252.016
346,45,203.084
344,45,192.284
286,32,227.19899999999998
352,45,318.15
355,45,198.973
340,45,305.17999999999995
340,45,232.16299999999998
286,32,79.82600000000001
340,45,248.031
352,45,199.971
340,45,232.16299999999998
355,45,316.137
286,32,27.857
340,45,232.122
340,45,232.122
345,45,310.057
340,45,228.155
340,45,248.021
340,45,248.021
280,32,119.134
345,45,234.071
352,45,278.811
350,45,318.07099999999997
285,32,79.818
345,45,232.15800000000002
340,45,190.207
344,45,237.872
340,45,228.206
340,45,186.272
340,45,228.114
344,45,192.308
340,45,228.114
355,45,197.266
344,45,234.983
276,32,159.052
276,32,146.027
279,32,115.90100000000001
281,32,285.971
340,45,228.174
277,32,145.961
276,32,146.025
285,32,157.118
344,45,234.22699999999998
285,32,227.25
285,32,157.117
276,32,145.924
285,32,101.222
277,32,115.89999999999999
279,32,146.109
340,45,232.16199999999998
277,32,115.89999999999999
288,32,126.106
340,45,232.162
340,45,252.005
340,45,228.175
340,45,228.188
284,32,227.24399999999997
289,32,128.144
289,32,168.23399999999998
289,32,168.235
277,32,115.898
277,32,115.89999999999999
277,32,133.90800000000002
277,32,115.901
277,32,115.89999999999999
345,45,191.002
277,32,88.972
283,32,115.298
275,32,128.126
276,32,145.986
340,45,232.16299999999998
340,45,228.177
279,32,128.115
345,45,232.933
341,45,238.12900000000002
340,45,232.141
281,32,108.967
352,45,318.124
285,32,104.632
276,32,101.179
340,45,232.09199999999998
340,45,228.12300000000002
276,32,128.106
276,32,128.108
340,45,186.221
286,32,175.23000000000002
345,45,232.898
271,32,128.102
286,32,157.066
345,45,156.037
340,45,232.106
276,32,85.931
276,32,115.899
349,45,321.916
276,32,214.995
340,45,186.244
276,32,163.026
276,32,115.899
276,32,115.899
281,32,130.135
345,45,310.021
341,45,238.00600000000003
361,45,197.898
344,45,233.10699999999997
278,32,130.203
340,45,232.062
278,32,130.203
340,45,228.155
344,45,192.974
278,32,139.124
288,32,79.81700000000001
292,32,158.936
290,32,140.16400000000002
290,32,140.172
296,32,140.154
296,32,140.203
296,32,239.299
284,32,79.824
291,32,140.132
295,32,129.129
345,45,232.948
276,32,85.93
276,32,115.896
276,32,115.899
276,32,115.899
276,32,115.899
340,45,305.181
345,45,309.88100000000003
288,32,79.818
353,45,197.205
340,45,309.008
340,45,252.021
286,32,85.92699999999999
340,45,228.12300000000002
353,45,197.16899999999998
286,32,103.00800000000001
284,32,214.989
340,45,248.017
341,45,238.079
277,32,233.18
340,45,232.162
340,45,309.109
284,32,163.02
284,32,214.99
344,45,234.88
340,45,305.101
295,32,139.177
284,32,207.047
344,45,193.06799999999998
294,32,139.161
294,32,238.257
297,32,157.157
297,32,139.149
297,32,109.18100000000001
282,32,122.317
283,32,143.959
345,45,274.91499999999996
274,32,141.858
276,32,138.89499999999998
344,45,198.135
274,32,28.167
345,45,156.048
345,45,156.062
278,32,126.001
284,32,238.036
285,32,167.89
278,32,130.983
276,32,143.77700000000002
276,32,127.926
285,32,127.967
280,32,138.937
285,32,167.9
276,32,118.91999999999999
276,32,138.892
278,32,225.096
276,32,141.78300000000002
277,32,236.014
277,32,141.794
277,32,106.943
276,32,136.901
276,32,235.99599999999998
276,32,141.782
285,32,167.802
282,32,124.043
285,32,278.806
271,32,136.887
279,32,184.009
285,32,104.632
285,32,263.838
283,32,136.869
297,32,141.732
297,32,124.01400000000001
340,45,186.3
340,45,228.15499999999997
286,32,136.911
341,45,238.219
286,32,252.82
286,32,136.911
285,32,235.02100000000002
275,32,113.14999999999999
285,32,115.95400000000001
345,45,274.915
285,32,133.881
275,32,125.98599999999999
285,32,164.88899999999998
286,32,155.075
284,32,183.051
345,45,190.262
286,32,123.088
284,32,164.887
276,32,139.109
276,32,139.109
276,32,104.159
286,32,155.075
277,32,121.248
276,32,134.126
271,32,138.94
271,32,138.94
277,32,138.966
279,32,138.892
285,32,162.898
285,32,162.898
285,32,278.806
285,32,133.93499999999997
285,32,162.898
284,32,121.04400000000001
340,45,228.174
279,32,130.952
279,32,125.97
345,45,232.167
277,32,126.103
277,32,126.10300000000001
277,32,220.317
283,32,95.99600000000001
283,32,105.993
277,32,121.21799999999999
276,32,241.21499999999997
341,45,237.923
277,32,121.22
344,45,233.106
274,32,130.93300000000002
274,32,121.208
274,32,121.207
274,32,121.209
278,32,139.197
280,32,225.011
352,45,318.808
278,32,119.144
280,32,125.912
280,32,114.946
285,32,162.89700000000002
275,32,266.051
280,32,123.87
345,45,310.03499999999997
271,32,168.306
271,32,121.17699999999999
340,45,243.022
285,32,103.021
281,32,220.24699999999999
285,32,113.99000000000001
285,32,113.99000000000001
285,32,255.04600000000002
285,32,113.989
289,32,155.07399999999998
285,32,111.94500000000001
285,32,142.954
285,32,94.013
340,45,242.981
285,32,150.07899999999998
285,32,220.212
285,32,108.283
285,32,213.081
285,32,103.01599999999999
340,45,190.22899999999998
285,32,213.082
285,32,101.09899999999999
285,32,142.94899999999998
282,32,118.989
282,32,118.989
352,45,239.945
340,45,242.847
280,32,21.015
341,45,237.885
345,45,252.83499999999998
285,32,139.06199999999998
340,45,305.102
352,45,332.209
284,32,283.811
353,45,197.20399999999998
287,32,58.848000000000006
340,45,309.03799999999995
345,45,232.167
345,45,233.052
345,45,233.14100000000002
341,45,235.09300000000002
340,45,232.1
285,32,58.856
285,32,147.933
285,32,147.933
285,32,147.932
285,32,106.13600000000001
285,32,136.96099999999998
285,32,136.961
340,45,232.122
344,45,234.976
345,45,197.93
355,45,197.06799999999998
285,32,106.08
285,32,263.838
285,32,98.995
340,45,228.122
340,45,228.136
288,32,166.08999999999997
340,45,232.1
355,45,199.069
340,45,228.114
340,45,186.24400000000003
286,32,118.958
286,32,218.055
340,45,232.162
278,32,119.23599999999999
278,32,119.238
345,45,252.788
345,45,252.796
344,45,234.982
284,32,220.064
284,32,168.095
284,32,220.06400000000002
284,32,94.039
345,45,191.004
289,32,220.062
286,32,220.061
340,45,228.166
284,32,98.98400000000001
284,32,107.987
344,45,234.92499999999998
284,32,107.987
284,32,92.02799999999999
340,45,309.109
340,45,232.049
340,45,200.916
285,32,63.933
282,32,113.89200000000001
282,32,95.96499999999999
344,45,234.214
282,32,115.937
284,32,197.063
281,32,119.21
282,32,115.934
345,45,252.98
275,32,119.196
289,32,136.93
289,32,106.053
340,45,190.15800000000002
340,45,232.02100000000002
276,32,106.018
344,45,238.926
340,45,228.178
340,45,232.058
340,45,232.05100000000002
344,45,156.178
345,45,233.098
353,45,197.15200000000002
344,45,195.962
341,45,193.208
340,45,252.02100000000002
340,45,232.16299999999998
345,45,156.042
344,45,192.308
340,45,252.017
340,45,228.188
340,45,242.806
340,45,190.207
340,45,248.07
340,45,248.069
345,45,156.035
340,45,242.846
345,45,197.94299999999998
340,45,242.847
340,45,201.089
340,45,248.00900000000001
355,45,197.248
340,45,186.222
344,45,315.147
277,32,115.901
276,32,115.899
285,32,63.933
276,32,145.982
276,32,115.899
276,32,111.03200000000001
278,32,100.994
297,32,128.176
276,32,101.245
277,32,104.11600000000001
271,32,154.894
286,32,63.928
286,32,4.923
340,45,248.042
353,45,197.209
340,45,309.087
340,45,305.16200000000003
340,45,228.188
340,45,228.206
284,32,63.927
345,45,197.99099999999999
340,45,232.06099999999998
340,45,228.155
340,45,228.166
345,45,192.17499999999998
340,45,252.01600000000002
340,45,228.234
340,45,190.126
289,32,143.001
340,45,232.12199999999999
289,32,43.906
288,32,107.003
276,32,121.036
276,32,130.01999999999998
276,32,138.889
286,32,91.03099999999999
276,32,152.135
283,32,146.017
274,32,128.108
274,32,121.20700000000001
279,32,134.00900000000001
275,32,141.06
286,32,91.03099999999999
286,32,143.0
288,32,197.067
284,32,242.84
284,32,145.095
284,32,85.08500000000001
284,32,145.095
284,32,142.998
284,32,145.094
340,45,228.15499999999997
340,45,309.109
286,32,145.093
284,32,91.029
341,45,237.923
345,45,232.898
340,45,201.089
340,45,232.16199999999998
345,45,217.832
284,32,91.029
340,45,248.013
340,45,232.141
345,45,197.925
284,32,188.774
345,45,252.83
284,32,72.866
344,45,238.938
284,32,91.029
284,32,115.265
284,32,120.968
345,45,232.95100000000002
284,32,162.891
286,32,118.947
284,32,85.925
284,32,92.028
284,32,92.028
340,45,186.3
282,32,67.20700000000001
281,32,193.232
278,32,92.084
278,32,94.128
348,45,317.98199999999997
341,45,315.133
340,45,228.154
340,45,190.229
340,45,228.147
345,45,191.177
286,32,118.947
285,32,115.267
286,32,126.036
276,32,146.024
282,32,133.96699999999998
290,32,140.175
277,32,125.94900000000001
276,32,146.024
280,32,122.89500000000001
276,32,128.211
271,32,224.882
276,32,138.894
340,45,248.009
345,45,233.052
345,45,197.963
340,45,252.01600000000002
340,45,228.11399999999998
350,45,318.096
286,32,155.023
284,32,155.022
284,32,122.028
287,32,72.757
287,32,72.757
284,32,193.023
284,32,58.85
286,32,227.199
286,32,227.198
277,32,220.317
285,32,213.086
285,32,213.086
285,32,220.212
285,32,218.065
287,32,63.925999999999995
276,32,145.925
276,32,146.028
287,32,63.925999999999995
340,45,251.91899999999998
286,32,143.0
297,32,144.029
284,32,197.063
286,32,143.0
297,32,141.732
284,32,197.06400000000002
284,32,197.063
297,32,238.245
285,32,147.933
340,45,251.94600000000003
340,45,232.16199999999998
340,45,186.232
340,45,309.10900000000004
346,45,203.129
340,45,305.101
345,45,217.82999999999998
340,45,251.946
286,32,125.602
340,45,228.177
340,45,232.122
340,45,252.017
345,45,217.824
340,45,252.02100000000002
340,45,228.205
345,45,253.962
352,45,318.117
340,45,232.08999999999997
345,45,252.964
340,45,186.222
345,45,156.048
340,45,228.147
352,45,318.13100000000003
353,45,319.80400000000003
345,45,252.964
340,45,309.10900000000004
340,45,232.14
340,45,190.159
284,32,109.703
340,45,186.221
352,45,318.13100000000003
340,45,309.006
345,45,197.971
283,32,146.893
340,45,232.122
340,45,248.069
340,45,251.91199999999998
340,45,248.009
340,45,190.128
340,45,228.174
340,45,232.119
340,45,228.206
340,45,228.206
341,45,235.07100000000003
341,45,237.969
341,45,238.04399999999998
340,45,232.141
350,45,318.104
346,45,203.10399999999998
282,32,141.762
345,45,233.16
340,45,248.064
340,45,228.147
340,45,252.016
340,45,228.13600000000002
278,32,136.89499999999998
384,45,198.18599999999998
278,32,136.89
340,45,309.10900000000004
278,32,136.891
283,32,65.94200000000001
276,32,115.899
276,32,115.899
345,45,252.793
276,32,138.891
276,32,136.899
276,32,134.126
277,32,121.22
345,45,232.92399999999998
340,45,186.232
276,32,121.21699999999998
282,32,121.206
276,32,121.21699999999998
285,32,113.99
345,45,310.021
340,45,305.11199999999997
340,45,190.23
286,32,60.071
286,32,53.035000000000004
340,45,248.088
286,32,53.035000000000004
340,45,262.705
345,45,232.902
340,45,228.154
286,32,53.035000000000004
286,32,112.04
340,45,252.021
286,32,53.035000000000004
340,45,305.152
285,32,101.99000000000001
285,32,70.982
352,45,198.167
340,45,252.016
345,45,252.96900000000002
340,45,228.11399999999998
340,45,228.165
340,45,186.22199999999998
285,32,72.95700000000001
340,45,186.233
341,45,238.04399999999998
285,32,72.893
285,32,60.14
284,32,121.04400000000001
340,45,228.166
345,45,217.832
340,45,190.208
352,45,318.829
285,32,108.0
340,45,232.14
345,45,197.942
384,45,201.04500000000002
344,45,198.123
340,45,232.14100000000002
340,45,228.233
340,45,228.19299999999998
345,45,156.037
340,45,252.017
340,45,200.917
345,45,274.95
344,45,218.03900000000002
287,32,51.986999999999995
340,45,186.221
284,32,105.956
284,32,218.052
345,45,310.02099999999996
350,45,318.104
345,45,191.043
344,45,197.032
285,32,51.989999999999995
341,45,315.082
384,45,198.186
340,45,252.021
340,45,232.16199999999998
285,32,263.83799999999997
285,32,233.031
289,32,233.024
346,45,203.11100000000002
344,45,198.113
292,32,51.922000000000004
345,45,274.922
341,45,237.923
344,45,262.698
384,45,198.951
352,45,318.117
350,45,199.22
345,45,217.81300000000002
345,45,197.951
352,45,198.07399999999998
284,32,111.64599999999999
340,45,309.08799999999997
285,32,56.967000000000006
281,32,145.96599999999998
285,32,142.948
285,32,102.743
352,45,321.90500000000003
340,45,309.008
344,45,311.18800000000005
285,32,97.766
340,45,309.008
340,45,319.797
352,45,318.841
284,32,109.70400000000001
285,32,167.80200000000002
350,45,318.07
285,32,258.857
285,32,278.806
340,45,305.101
285,32,278.806
283,32,266.015
280,32,245.865
352,45,318.822
352,45,318.117
352,45,335.998
284,32,265.84000000000003
353,45,277.824
350,45,237.74099999999999
384,45,278.946
352,45,278.865
352,45,321.895
345,45,274.92900000000003
352,45,199.24699999999999
352,45,318.83
352,45,318.827
352,45,318.10499999999996
352,45,199.24699999999999
352,45,318.841
352,45,318.827
352,45,321.89300000000003
352,45,335.979
340,45,309.036
341,45,314.865
352,45,318.11699999999996
284,32,197.06300000000002
284,32,65.871
285,32,241.07
348,45,318.066
350,45,332.182
341,45,314.866
340,45,319.795
352,45,318.15000000000003
344,45,311.939
350,45,318.09700000000004
345,45,309.882
350,45,318.09
352,45,316.96400000000006
